source_url,listing_url,title,collection_timestamp,scraping_method,processed_timestamp,processing_status
https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2012&minyear=2009&model=cayman&transmission=auto&zip=30214,https://www.truecar.com/used-cars-for-sale/listing/WP0AB2A88BU780243/?referrer_id=autotempest,Vehicle Listing,2025-08-27T16:09:57.918377,autotempest_urls_only,2025-08-27T16:10:05.622073,success
https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2012&minyear=2009&model=cayman&transmission=auto&zip=30214,https://www.truecar.com/used-cars-for-sale/listing/WP0AB2A89CS793287/?referrer_id=autotempest,Vehicle Listing,2025-08-27T16:09:57.925290,autotempest_urls_only,2025-08-27T16:10:05.622075,success
https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2012&minyear=2009&model=boxster&transmission=auto&zip=30214,https://www.cars.com/vehicledetail/dccb8902-a155-44e3-bf33-6f563cb8bb77/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE,Vehicle Listing,2025-08-27T16:10:05.358700,autotempest_urls_only,2025-08-27T16:10:05.622077,success
https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2012&minyear=2009&model=boxster&transmission=auto&zip=30214,https://www.cars.com/vehicledetail/bd944391-c66a-48cc-956e-deb2de745d0a/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE,Vehicle Listing,2025-08-27T16:10:05.367560,autotempest_urls_only,2025-08-27T16:10:05.622079,success
https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2012&minyear=2009&model=boxster&transmission=auto&zip=30214,https://www.cars.com/vehicledetail/9911a576-8804-4fd7-a62d-61ca63768259/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE,Vehicle Listing,2025-08-27T16:10:05.374058,autotempest_urls_only,2025-08-27T16:10:05.622081,success
https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2012&minyear=2009&model=boxster&transmission=auto&zip=30214,https://www.cars.com/vehicledetail/bef1535e-4d4d-481e-8ca8-4e69dd69d141/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE,Vehicle Listing,2025-08-27T16:10:05.381647,autotempest_urls_only,2025-08-27T16:10:05.622083,success
https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2012&minyear=2009&model=boxster&transmission=auto&zip=30214,https://www.cars.com/vehicledetail/d58b0ed4-43af-43c6-aec4-1fec0d7b3dfc/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE,Vehicle Listing,2025-08-27T16:10:05.387691,autotempest_urls_only,2025-08-27T16:10:05.622085,success
https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2012&minyear=2009&model=boxster&transmission=auto&zip=30214,https://www.cars.com/vehicledetail/00913ac2-c363-4c68-be09-13193ee12b64/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE,Vehicle Listing,2025-08-27T16:10:05.394332,autotempest_urls_only,2025-08-27T16:10:05.622087,success
https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2012&minyear=2009&model=boxster&transmission=auto&zip=30214,https://www.cars.com/vehicledetail/571de632-1f0c-428d-808c-a1e93e992e13/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE,Vehicle Listing,2025-08-27T16:10:05.401574,autotempest_urls_only,2025-08-27T16:10:05.622089,success
https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2012&minyear=2009&model=boxster&transmission=auto&zip=30214,https://www.cars.com/vehicledetail/5478a97d-5d9b-4b8c-9063-147503a1631e/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE,Vehicle Listing,2025-08-27T16:10:05.427747,autotempest_urls_only,2025-08-27T16:10:05.622092,success
https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2012&minyear=2009&model=boxster&transmission=auto&zip=30214,https://www.cars.com/vehicledetail/c2112af7-00a0-49bf-9278-d9e6f627d93e/?aff=atempst&utm_campaign=atempst&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE,Vehicle Listing,2025-08-27T16:10:05.434665,autotempest_urls_only,2025-08-27T16:10:05.622094,success
https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2012&minyear=2009&model=boxster&transmission=auto&zip=30214,https://www.ebay.com/itm/306463169067?hash=item475aa0da2b%3Ag%3ABv4AAOSwQS9oWly0&mkevt=1&mkcid=1&mkrid=711-53200-19255-0&campid=5337650957&customid=&toolid=10049,Vehicle Listing,2025-08-27T16:10:05.441815,autotempest_urls_only,2025-08-27T16:10:05.622096,success
https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2012&minyear=2009&model=boxster&transmission=auto&zip=30214,https://www.truecar.com/used-cars-for-sale/listing/WP0CB2A85BS730081/?referrer_id=autotempest,Vehicle Listing,2025-08-27T16:10:05.448407,autotempest_urls_only,2025-08-27T16:10:05.622098,success
https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2012&minyear=2009&model=boxster&transmission=auto&zip=30214,https://www.truecar.com/used-cars-for-sale/listing/WP0CB298X9U730175/?referrer_id=autotempest,Vehicle Listing,2025-08-27T16:10:05.454928,autotempest_urls_only,2025-08-27T16:10:05.622100,success
https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2012&minyear=2009&model=boxster&transmission=auto&zip=30214,https://www.truecar.com/used-cars-for-sale/listing/WP0CA29899U710776/?referrer_id=autotempest,Vehicle Listing,2025-08-27T16:10:05.461704,autotempest_urls_only,2025-08-27T16:10:05.622102,success
https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2012&minyear=2009&model=boxster&transmission=auto&zip=30214,https://www.truecar.com/used-cars-for-sale/listing/WP0CA2A84AS710096/?referrer_id=autotempest,Vehicle Listing,2025-08-27T16:10:05.467433,autotempest_urls_only,2025-08-27T16:10:05.622104,success
https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2012&minyear=2009&model=boxster&transmission=auto&zip=30214,https://www.truecar.com/used-cars-for-sale/listing/WP0CB2A87AS730095/?referrer_id=autotempest,Vehicle Listing,2025-08-27T16:10:05.473981,autotempest_urls_only,2025-08-27T16:10:05.622106,success
